arm,arm_label,seed,learning_rule,update,train_reward,welfare,join_rate,success_rate,message_norm,hidden_norm,live_monitor_content_accuracy,live_monitor_content_balanced_accuracy,live_monitor_true_probability
asymmetric_free,Private Allowed,2,ppo,60.0,0.4973372220993042,0.5173503160476685,0.6306966543197632,0.5662434697151184,3.112545967102051,2.810842514038086,,,
asymmetric_free,Private Allowed,2,ppo,72.0,0.5067378282546997,0.5276823043823242,0.6358724236488342,0.5740559697151184,3.185227394104004,2.888347864151001,,,
asymmetric_free,Private Allowed,2,ppo,84.0,0.4971049129962921,0.5181478261947632,0.6278645992279053,0.5654296875,3.1938953399658203,2.880964517593384,,,
asymmetric_free,Private Allowed,2,ppo,96.0,0.510371744632721,0.5314828157424927,0.6337565183639526,0.5751953125,3.1993374824523926,2.889314651489258,,,
asymmetric_free,Private Allowed,2,ppo,108.0,0.5086184740066528,0.5304931998252869,0.6287435293197632,0.57275390625,3.258361577987671,2.926652431488037,,,
asymmetric_free,Private Allowed,2,ppo,120.0,0.4974985420703888,0.5194661617279053,0.6188802123069763,0.5625,3.2668159008026123,2.96219539642334,,,
asymmetric_free,Private Allowed,3,ppo,1.0,-0.04087052494287491,-0.028186852112412453,0.5442383289337158,0.37646484375,2.4677984714508057,1.9880911111831665,,,
asymmetric_free,Private Allowed,3,ppo,12.0,0.3909883201122284,0.4043603539466858,0.7037435173988342,0.5403645634651184,2.5361499786376953,2.034285306930542,,,
asymmetric_free,Private Allowed,3,ppo,24.0,0.4861360192298889,0.5021061301231384,0.659375011920929,0.5699869990348816,2.7732768058776855,2.2515392303466797,,,
asymmetric_free,Private Allowed,3,ppo,36.0,0.49959641695022583,0.51711106300354,0.6473633050918579,0.5729166865348816,2.9049863815307617,2.373175621032715,,,
asymmetric_free,Private Allowed,3,ppo,48.0,0.5039986968040466,0.5228239297866821,0.6425455808639526,0.5743815302848816,3.0135626792907715,2.4871811866760254,,,
asymmetric_free,Private Allowed,3,ppo,60.0,0.5052322149276733,0.5244303941726685,0.6473633050918579,0.5771484375,3.043501615524292,2.49894118309021,,,
asymmetric_free,Private Allowed,3,ppo,72.0,0.509777307510376,0.5297884345054626,0.6319661736488342,0.57373046875,3.1089468002319336,2.5891454219818115,,,
asymmetric_free,Private Allowed,3,ppo,84.0,0.5089592933654785,0.5289453268051147,0.6312174797058105,0.5729166865348816,3.1050338745117188,2.5890917778015137,,,
asymmetric_free,Private Allowed,3,ppo,96.0,0.5108504295349121,0.5309765934944153,0.616406261920929,0.56787109375,3.1179099082946777,2.643216133117676,,,
asymmetric_free,Private Allowed,3,ppo,108.0,0.5037341117858887,0.5248242616653442,0.6308919787406921,0.5703125,3.1909852027893066,2.7102174758911133,,,
asymmetric_free,Private Allowed,3,ppo,120.0,0.5073202252388,0.5285172462463379,0.6213216185569763,0.568359375,3.197882652282715,2.6912503242492676,,,
public_monitored,Public Monitored,0,ppo,1.0,-0.2708730399608612,-0.04711588844656944,0.41171878576278687,0.3068033754825592,2.468888998031616,1.9932838678359985,0.2967122495174408,0.3328996939491777,0.3313419222831726
