arm,arm_label,seed,train_samples,auditor_content_balanced_accuracy,n_test,chance_accuracy
monitored_penalty,Monitored + Penalty,1,5000,0.7041004176763453,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,25,0.751432742362641,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,50,0.726792321916837,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,100,0.6591684317139984,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,250,0.7826048334460863,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,500,0.7803247327080788,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,1000,0.8021842999910666,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,2000,0.7956552002769063,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,2,5000,0.8103511470643604,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,25,0.7045732497901755,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,50,0.6961708365693721,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,100,0.7247593145067581,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,250,0.7255799356973381,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,500,0.7392653743730889,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,1000,0.74934778841215,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,2000,0.7618297262360274,12000,0.3333333333333333
monitored_penalty,Monitored + Penalty,3,5000,0.7846417841471235,12000,0.3333333333333333
