arm,arm_label,seed,shift,shift_label,sigma,theta_low,theta_high,welfare,shuffled_welfare,message_value,join_rate,success_rate,visible_norm,hidden_norm,hidden_norm_share,hidden_causal_influence,hidden_shuffle_causal_influence,hidden_action_flip_rate,hidden_probe_gain,causal_strategic_opacity_gap,probe_strategic_opacity_gap,live_monitor_content_accuracy,live_monitor_content_balanced_accuracy,live_monitor_true_probability,full_content_balanced_accuracy,auditor_content_balanced_accuracy,visible_content_balanced_accuracy,hidden_content_balanced_accuracy
visible_bottleneck,Public Only,1,harder_regimes,Harder regimes,0.35,0.04999999999999999,1.95,0.4392179846763611,0.13943599164485931,0.29978199303150177,0.5312399864196777,0.47859999537467957,2.9305408000946045,0.3136824667453766,0.09668954351927739,7.1639099097353665e-09,1.4258692893065472e-08,0.0,0.009765889333929412,2.147611190638594e-09,0.0029276377682504445,,,,0.9588931775294731,0.9491272881955437,0.9492167586544139,0.9519933856508169
visible_bottleneck,Public Only,2,train_distribution,Training world,0.35,-0.2,1.8,0.5292879939079285,0.2635039687156677,0.26578402519226074,0.621999979019165,0.5685999989509583,3.0361413955688477,0.35487568378448486,0.1046516946037204,5.633088218104376e-09,1.56045825150386e-08,0.0,0.005521397838861075,1.4971848608708807e-09,0.001467499342300346,,,,0.9784061058672359,0.9728847080283748,0.9763028414301337,0.9084999989316037
visible_bottleneck,Public Only,2,cleaner_signals,Cleaner signals,0.21,-0.2,1.8,0.5536439418792725,0.28143998980522156,0.2722039520740509,0.6401599645614624,0.5907999873161316,3.007291793823242,0.34993013739585876,0.1042320539318023,3.935941794708242e-09,1.560043649817544e-08,0.0,0.0033197905344793943,1.0713789116530162e-09,0.0009036601035433169,,,,0.9792709214851891,0.9759511309507097,0.97717333846703,0.9200737033070899
visible_bottleneck,Public Only,2,noisier_signals,Noisier signals,0.5599999999999999,-0.2,1.8,0.4908500015735626,0.2523699998855591,0.23848000168800354,0.6216399669647217,0.5479999780654907,3.0962412357330322,0.3677403926849365,0.10616118447859287,9.501485820351263e-09,2.0636878872437592e-08,0.0,0.0,2.265914354475911e-09,0.0,,,,0.9482072738690631,0.9550967784314812,0.9584122607740548,0.8820379960287595
visible_bottleneck,Public Only,2,knife_edge_regimes,Knife-edge regimes,0.35,0.25,1.25,0.6287619471549988,0.47003600001335144,0.15872594714164734,0.8029199838638306,0.7035999894142151,2.8910837173461914,0.33945998549461365,0.10507828301350845,1.0724478194390485e-08,3.7061553825878946e-08,0.0,0.006712785914862351,1.7022529590045737e-09,0.0010654933022956363,,,,0.9863408016278395,0.9796280157129772,0.9794218730098067,0.9272098730326336
visible_bottleneck,Public Only,2,harder_regimes,Harder regimes,0.35,0.04999999999999999,1.95,0.4200260043144226,0.10962599515914917,0.31040000915527344,0.5283600091934204,0.46639999747276306,2.9790380001068115,0.35100749135017395,0.10540621509545764,6.427057996916119e-09,1.7439781174743985e-08,0.0,0.00370189910125418,1.9949588610842367e-09,0.0011490695149211961,,,,0.9790716346334375,0.9753697355321833,0.9769642415768308,0.9140405247437352
visible_bottleneck,Public Only,3,train_distribution,Training world,0.35,-0.2,1.8,0.5189520120620728,0.2510559856891632,0.26789602637290955,0.6099599599838257,0.5577999949455261,2.8969380855560303,0.32970061898231506,0.1021808293933198,5.5442770374725114e-09,1.7298512844377e-08,0.0,0.01116042342285506,1.4852897874494527e-09,0.0029898330876220163,,,,0.9555149200513658,0.9443544966285108,0.9449399601851559,0.9500854888133591
visible_bottleneck,Public Only,3,cleaner_signals,Cleaner signals,0.21,-0.2,1.8,0.5629339814186096,0.2887619733810425,0.27417200803756714,0.6393199563026428,0.5956000089645386,2.879434585571289,0.3215496838092804,0.10045337832025782,3.572620199676635e-09,1.4571000406249368e-08,0.0,0.014606825485750985,9.79512454100917e-10,0.00400478267448266,,,,0.9627979340112423,0.9481911085254913,0.9393678753885547,0.9484111863601526
visible_bottleneck,Public Only,3,noisier_signals,Noisier signals,0.5599999999999999,-0.2,1.8,0.48972198367118835,0.24820800125598907,0.24151398241519928,0.6232799887657166,0.5490000247955322,2.9733729362487793,0.35323143005371094,0.10618378116491398,9.701845549159316e-09,2.3026236917189635e-08,0.0,0.014274808674825334,2.3431313553546424e-09,0.0034475658912721,,,,0.9652446987807757,0.9509698901059503,0.9537315099140987,0.9402617402645891
visible_bottleneck,Public Only,3,knife_edge_regimes,Knife-edge regimes,0.35,0.25,1.25,0.6198639869689941,0.4655139744281769,0.15435001254081726,0.7924399971961975,0.6940000057220459,2.6490750312805176,0.2635669708251953,0.09049068530723924,1.004620742151019e-08,3.8144872149814546e-08,0.0,0.0230652903176779,1.5506322414977492e-09,0.0035601278497911747,,,,0.9660632617853144,0.9429979714676365,0.9422680487551204,0.9606682290251786
visible_bottleneck,Public Only,3,harder_regimes,Harder regimes,0.35,0.04999999999999999,1.95,0.4300520122051239,0.11800999939441681,0.3120420128107071,0.5308399796485901,0.47360000014305115,2.8499393463134766,0.32297268509864807,0.10179062069833276,4.7443213802012e-09,1.4525631364392666e-08,0.0,0.015332129474656453,1.4804275928988543e-09,0.004784268541946169,,,,0.9618006901786563,0.9464685607039999,0.943833177331562,0.9472407698118799
asymmetric_free,Private Allowed,0,train_distribution,Training world,0.35,-0.2,1.8,0.5403119921684265,0.27884599566459656,0.26146599650382996,0.6263999938964844,0.5771999955177307,0.8136877417564392,2.645689010620117,0.7647877638081935,0.09615680575370789,0.25312569737434387,0.2528800070285797,0.005936298551009744,0.025141735037018442,0.0015521402161840048,,,,0.9842849484179593,0.9783486498669496,0.9816164778806226,0.9816796214666322
asymmetric_free,Private Allowed,0,cleaner_signals,Cleaner signals,0.21,-0.2,1.8,0.5464939475059509,0.261135995388031,0.2853579521179199,0.6215599775314331,0.5788000226020813,0.8017892241477966,2.617534637451172,0.765512347878958,0.05975824221968651,0.26285824179649353,0.2635200023651123,0.004420835584932781,0.017052489621976363,0.001261520589166445,,,,0.9870564916394189,0.9826356560544861,0.9867950537309221,0.985381076729313
