arm,arm_label,seed,learning_rule,receiver_observation,hidden_cost,residual_causal_cost,active_monitor_cost,message_cost,welfare,shuffled_welfare,message_value,join_rate,success_rate,visible_norm,hidden_norm,hidden_norm_share,hidden_causal_influence,hidden_shuffle_causal_influence,hidden_action_flip_rate,hidden_probe_gain,causal_strategic_opacity_gap,probe_strategic_opacity_gap,live_monitor_content_accuracy,live_monitor_content_balanced_accuracy,live_monitor_true_probability,full_content_balanced_accuracy,auditor_content_balanced_accuracy,visible_content_balanced_accuracy,hidden_content_balanced_accuracy
monitored_penalty,Monitored + Penalty,2,ppo,full,0.0,0.6,0.12,0.002,0.5298799872398376,0.26409900188446045,0.2657809853553772,0.6377800107002258,0.5763000249862671,1.8589848279953003,2.2487869262695312,0.5474469032839427,0.02353583835065365,0.08438102155923843,0.0837399959564209,0.16771221030322103,0.006255378308001602,0.04457471651051833,0.5863800048828125,0.48459331561312907,0.5250409841537476,0.9939616441822277,0.8262494338790066,0.8166233777630421,0.9931390802602311
monitored_penalty,Monitored + Penalty,3,ppo,full,0.0,0.6,0.12,0.002,0.5401949882507324,0.2774460017681122,0.26274898648262024,0.6469799876213074,0.5860999822616577,1.9055259227752686,1.7351629734039307,0.47660292403037663,0.013009789399802685,0.05065062269568443,0.050519999116659164,0.13321476447026814,0.0034183089791504917,0.035002044349083924,0.6331200003623962,0.5189744311998797,0.5537117123603821,0.9885350961042049,0.8553203316339367,0.8557800621131046,0.9914393510428426
visible_bottleneck,Public Only,0,reinforce,visible,0.04,0.0,0.0,0.002,0.5395129919052124,0.27699699997901917,0.26251599192619324,0.6243599653244019,0.5760999917984009,3.228588104248047,0.5466576218605042,0.14480054055288955,5.108561573763382e-09,1.6538589164838413e-08,0.0,0.0287705241894346,1.341079108852529e-09,0.007552722695825961,,,,0.9495212485886254,0.9207507243991908,0.9164008146683634,0.9259855898767558
visible_bottleneck,Public Only,1,reinforce,visible,0.04,0.0,0.0,0.002,0.5392709970474243,0.2973949909210205,0.2418760061264038,0.6523000001907349,0.5874999761581421,3.45032000541687,0.6180821061134338,0.1519225703776233,7.22529813756978e-09,1.5398697428281594e-08,0.0,0.007874045721815492,1.7476262565879221e-09,0.0019045427312494277,,,,0.9794548542373551,0.9715808085155396,0.9717896192795257,0.971216253680571
visible_bottleneck,Public Only,2,reinforce,visible,0.04,0.0,0.0,0.002,0.5209370255470276,0.2696180045604706,0.251319020986557,0.6380599737167358,0.571399986743927,3.3024935722351074,0.5360898971557617,0.1396582623331184,6.18504358840255e-09,1.5355182014786806e-08,0.0,0.025215399455019605,1.5544190993965103e-09,0.006337109504820491,,,,0.8940275797772222,0.8688121803222026,0.8699689915054787,0.8949748798263951
asymmetric_free,Private Allowed,0,reinforce,full,0.0,0.0,0.0,0.002,0.5376229882240295,0.2678609788417816,0.2697620093822479,0.6358599662780762,0.5796999931335449,1.7791188955307007,2.6699843406677246,0.6001174166839778,0.08525344729423523,0.18935546278953552,0.1893799901008606,0.05759381632930094,0.022998141248856463,0.015536623620984343,,,,0.9926819912825868,0.9350881749532859,0.9364359582618738,0.972252200020717
asymmetric_free,Private Allowed,1,reinforce,full,0.0,0.0,0.0,0.002,0.5432400107383728,0.29294300079345703,0.25029700994491577,0.6514399647712708,0.5896999835968018,1.707626461982727,2.583047389984131,0.602014387273937,0.047990862280130386,0.1481894850730896,0.14791999757289886,0.00019341109955295366,0.012011969333394878,4.8410219908262734e-05,,,,0.9871080573400614,0.9869146462405084,0.9877578193097664,0.9295278989093317
asymmetric_free,Private Allowed,2,reinforce,full,0.0,0.0,0.0,0.002,0.5273159742355347,0.2560510039329529,0.2712649703025818,0.6312199831008911,0.5720999836921692,0.9265171885490417,3.077122211456299,0.7685812592043615,0.11479287594556808,0.2784920334815979,0.278439998626709,0.12029106763369402,0.03113928608432248,0.03263075288931987,,,,0.9767102463376087,0.8564191787039147,0.8555528215641521,0.9691614064289175
public_monitored,Public Monitored,0,reinforce,visible,0.04,0.0,0.12,0.002,0.5305910110473633,0.25875601172447205,0.27183499932289124,0.6324599981307983,0.5742999911308289,3.3035073280334473,0.5673894882202148,0.1465783034664682,1.1126892296431379e-08,1.6277224901273257e-08,0.0,0.04004608348329908,3.0246787598663076e-09,0.010885927076567051,0.7358999848365784,0.6108219934980661,0.6384398341178894,0.952334760895095,0.9122886774117959,0.9142235371344659,0.9187882153104626
public_monitored,Public Monitored,1,reinforce,visible,0.04,0.0,0.12,0.002,0.5341809988021851,0.285506010055542,0.24867498874664307,0.6578800082206726,0.586899995803833,3.4810376167297363,0.6298057436943054,0.15320596979140058,1.1543330735719337e-08,1.3221510108962775e-08,0.0,0.022217511653078392,2.870537640803785e-09,0.00552493946030768,0.7407000064849854,0.613036740675412,0.6187107563018799,0.9605289028788125,0.9383113912257341,0.944848585784217,0.9578608074422547
public_monitored,Public Monitored,2,reinforce,visible,0.04,0.0,0.12,0.002,0.5155329704284668,0.2653769850730896,0.2501559853553772,0.6598799824714661,0.5781000256538391,3.35534930229187,0.5441153645515442,0.13953591352630496,1.0561591601288e-08,1.4155737027010673e-08,0.0,0.052089777134030846,2.642045353941276e-09,0.013030569525905483,0.7240399718284607,0.6032601865118267,0.6184993982315063,0.9037657335911494,0.8516759564571186,0.853455876972519,0.8986438147168075
private_monitored,Private Monitored,0,reinforce,full,0.0,0.0,0.12,0.002,0.5413819551467896,0.28070899844169617,0.2606729567050934,0.626259982585907,0.5778999924659729,1.7455765008926392,2.8917737007141113,0.6235832048466318,0.09330642968416214,0.24588805437088013,0.2464599907398224,0.007974783030331611,0.024322462905366438,0.0020788102715981454,0.30202001333236694,0.19502021102114087,0.36678484082221985,0.9909693623590469,0.9829945793287153,0.9823711194490959,0.9737005010020986
private_monitored,Private Monitored,1,reinforce,full,0.0,0.0,0.12,0.002,0.529679000377655,0.2715680003166199,0.25811100006103516,0.6474399566650391,0.580299973487854,1.3468300104141235,2.953951835632324,0.6868406585997345,0.14991150796413422,0.2924959361553192,0.29245999455451965,0.582975589443965,0.03869380924128052,0.15047241240255324,0.48245999217033386,0.30655737704918035,0.4047100245952606,0.9615402459621268,0.3785646565181618,0.37876277742897296,0.9128509221117841
private_monitored,Private Monitored,2,reinforce,full,0.0,0.0,0.12,0.002,0.527541995048523,0.2671809792518616,0.2603610157966614,0.6317600011825562,0.5722000002861023,1.035144567489624,2.9851233959198,0.7425185144594788,0.15327249467372894,0.3027251958847046,0.30313998460769653,0.025627376606229046,0.03990618240694044,0.006672369805401391,0.2976199984550476,0.19009478551902095,0.28778254985809326,0.9730077840762764,0.9473804074700474,0.9536237626362157,0.9723163223866264
monitored_penalty,Monitored + Penalty,0,reinforce,full,0.0,0.6,0.12,0.002,0.5360599756240845,0.2692219913005829,0.2668379843235016,0.6351400017738342,0.5785999894142151,2.655273914337158,1.75879967212677,0.39845273026717426,0.011508481577038765,0.03198614716529846,0.03199999779462814,0.1892337622295328,0.003070900026641177,0.0504947556792813,0.7303599715232849,0.6051338546695942,0.6520790457725525,0.9892816057391863,0.8000478435096535,0.7967609837676243,0.9688530725809982
monitored_penalty,Monitored + Penalty,1,reinforce,full,0.0,0.6,0.12,0.002,0.5390300154685974,0.2899869978427887,0.24904301762580872,0.6612399816513062,0.5914000272750854,2.6803596019744873,1.7546099424362183,0.39563066326972063,0.013353225775063038,0.04084676504135132,0.04106000065803528,0.011227549022115424,0.0033255276420604274,0.002796142689009323,0.7260000109672546,0.6008655316687873,0.605313241481781,0.9640523282178929,0.9528247791957775,0.9498773865528394,0.943654277266376
monitored_penalty,Monitored + Penalty,2,reinforce,full,0.0,0.6,0.12,0.002,0.5353689789772034,0.2706669867038727,0.2647019922733307,0.6438999772071838,0.5819000005722046,2.335852861404419,2.2890071868896484,0.49493544950273144,0.07503917813301086,0.24321851134300232,0.24277999997138977,0.08083085046305227,0.019863019950361327,0.02139608715471761,0.7035800218582153,0.5900273435484703,0.5334792733192444,0.9543028256474306,0.8734719751843784,0.8698391668252018,0.9486239761686913
