arm,arm_label,sender_seed,receiver_seed,self_play,welfare,shuffled_welfare,message_value,join_rate,success_rate,visible_norm,hidden_norm,hidden_norm_share,hidden_causal_influence,hidden_shuffle_causal_influence,hidden_action_flip_rate,hidden_probe_gain,causal_strategic_opacity_gap,probe_strategic_opacity_gap,live_monitor_content_accuracy,live_monitor_true_probability,full_content_balanced_accuracy,auditor_content_balanced_accuracy,visible_content_balanced_accuracy,hidden_content_balanced_accuracy
no_comm,No Messages,2,2,True,0.39833196997642517,0.39833196997642517,0.0,0.751039981842041,0.5511999726295471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
no_comm,No Messages,2,3,False,0.39172396063804626,0.39172396063804626,0.0,0.777679979801178,0.5576000213623047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
no_comm,No Messages,3,0,False,0.39761197566986084,0.39761197566986084,0.0,0.7899199724197388,0.5680000185966492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
no_comm,No Messages,3,1,False,0.4080119729042053,0.4080119729042053,0.0,0.7548799514770508,0.557200014591217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
no_comm,No Messages,3,2,False,0.39375999569892883,0.39375999569892883,0.0,0.7574399709701538,0.5504000186920166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
no_comm,No Messages,3,3,True,0.41207998991012573,0.41207998991012573,0.0,0.781279981136322,0.5708000063896179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
visible_bottleneck,Public Only,0,0,True,0.5529599785804749,0.28620001673698425,0.2667599618434906,0.6298399567604065,0.5860000252723694,2.9195423126220703,0.31830450892448425,0.0983074637151755,4.82408246682553e-09,1.5595976066151707e-08,0.0,0.04386139550313617,1.2868720547802304e-09,0.011700464190818854,,,0.9668809904132685,0.9230195949101323,0.9167063129316023,0.8554134312109333
visible_bottleneck,Public Only,0,1,False,-0.31071600317955017,0.18307599425315857,-0.49379199743270874,0.41871997714042664,0.10559999942779541,2.9060280323028564,0.31771498918533325,0.0985546884685198,1.6402781355395746e-08,2.824775258147838e-08,0.0,0.048897707522346234,0.0,0.0,,,0.9655637191690318,0.9166660116466856,0.9175044686431207,0.8436650880458667
visible_bottleneck,Public Only,0,2,False,0.5348239541053772,0.2457919865846634,0.2890319675207138,0.5964800119400024,0.5616000294685364,2.917233467102051,0.31868335604667664,0.09848317291931502,5.5242699303903464e-09,1.5085591442698387e-08,0.0,0.0459526586206479,1.5966906070962385e-09,0.013281787333933554,,,0.9653896773692939,0.919437018748646,0.9252463559158208,0.845700700114739
visible_bottleneck,Public Only,0,3,False,0.5229160189628601,0.23548799753189087,0.28742802143096924,0.6027199625968933,0.557200014591217,2.902571439743042,0.3214506506919861,0.09970485365024645,5.304722883181512e-09,1.4956679450506272e-08,0.0,0.04656543869788987,1.5247260025524485e-09,0.013384211911999575,,,0.9674014199132244,0.9208359812153345,0.916764100830315,0.8307204820447648
visible_bottleneck,Public Only,1,0,False,-0.30583998560905457,0.17400400340557098,-0.47984398901462555,0.4423999786376953,0.1136000007390976,2.968501091003418,0.3141455054283142,0.09569885036354304,1.618033174111133e-08,2.897197859397238e-08,0.0,0.022096034094098327,0.0,0.0,,,0.9553147373925545,0.9332187032984561,0.9399052243050227,0.9400517964631833
visible_bottleneck,Public Only,1,1,True,0.5229679346084595,0.264924019575119,0.25804391503334045,0.6155999898910522,0.5627999901771545,2.9737980365753174,0.31367960572242737,0.09541649856002811,6.584686573773979e-09,1.546644412542264e-08,0.0,0.016308274219302032,1.6991383027641103e-09,0.00420825092698599,,,0.9408176059471769,0.9245093317278749,0.9325410744356901,0.9247242654009139
visible_bottleneck,Public Only,1,2,False,-0.2930240035057068,0.12533199787139893,-0.4183560013771057,0.39824000000953674,0.09480000287294388,2.947664499282837,0.3105261027812958,0.09530630362280552,1.767434021360259e-08,3.7628712590276336e-08,0.0,0.006354414804112363,0.0,0.0,,,0.9446314227178007,0.9382770079136883,0.9367284912535986,0.940085090338563
