arm,arm_label,seed,learning_rule,theta_left,theta_right,theta_mid,join_rate,success_rate,welfare
asymmetric_free,Private Allowed,2,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8273417949676514,0.7949367165565491,0.7715190052986145
asymmetric_free,Private Allowed,2,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.508226215839386,0.12210796773433685,-0.165257066488266
asymmetric_free,Private Allowed,2,ppo,1.1333333333333333,1.3,1.2166666666666668,0.14702969789505005,0.0,-0.10988861322402954
asymmetric_free,Private Allowed,2,ppo,1.3,1.4666666666666666,1.3833333333333333,0.017611579969525337,0.0,-0.012303980998694897
asymmetric_free,Private Allowed,2,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0,0.0,0.0
asymmetric_free,Private Allowed,2,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
asymmetric_free,Private Allowed,3,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
asymmetric_free,Private Allowed,3,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
asymmetric_free,Private Allowed,3,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
asymmetric_free,Private Allowed,3,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
asymmetric_free,Private Allowed,3,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9985525012016296,0.9987937211990356,0.9985525012016296
asymmetric_free,Private Allowed,3,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9856828451156616,0.9823788404464722,0.9796144962310791
asymmetric_free,Private Allowed,3,ppo,0.8,0.9666666666666666,0.8833333333333333,0.844839870929718,0.8149465918540955,0.7929300665855408
asymmetric_free,Private Allowed,3,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5118687152862549,0.13131313025951385,-0.15638887882232666
asymmetric_free,Private Allowed,3,ppo,1.1333333333333333,1.3,1.2166666666666668,0.1907363384962082,0.0,-0.14062945544719696
asymmetric_free,Private Allowed,3,ppo,1.3,1.4666666666666666,1.3833333333333333,0.033458177000284195,0.0,-0.024307116866111755
asymmetric_free,Private Allowed,3,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0038507822901010513,0.0,-0.0028760528657585382
asymmetric_free,Private Allowed,3,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
public_monitored,Public Monitored,0,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
public_monitored,Public Monitored,0,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
public_monitored,Public Monitored,0,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
public_monitored,Public Monitored,0,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
public_monitored,Public Monitored,0,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9988123774528503,0.9988123774528503,0.9988123774528503
public_monitored,Public Monitored,0,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9830952286720276,0.9809523820877075,0.977845311164856
public_monitored,Public Monitored,0,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8558083772659302,0.8191616535186768,0.7934730648994446
public_monitored,Public Monitored,0,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.557210385799408,0.13356974720954895,-0.18520094454288483
public_monitored,Public Monitored,0,ppo,1.1333333333333333,1.3,1.2166666666666668,0.18312138319015503,0.0,-0.1381734013557434
public_monitored,Public Monitored,0,ppo,1.3,1.4666666666666666,1.3833333333333333,0.03595505654811859,0.0,-0.027290886268019676
public_monitored,Public Monitored,0,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0020954597275704145,0.0,-0.0016763678286224604
public_monitored,Public Monitored,0,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
public_monitored,Public Monitored,1,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
public_monitored,Public Monitored,1,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
public_monitored,Public Monitored,1,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
public_monitored,Public Monitored,1,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
public_monitored,Public Monitored,1,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9976387023925781,0.9976387023925781,0.9976387023925781
public_monitored,Public Monitored,1,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9817551970481873,0.980369508266449,0.9779099822044373
public_monitored,Public Monitored,1,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8500593304634094,0.8102016448974609,0.7817793488502502
public_monitored,Public Monitored,1,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.510224461555481,0.11471321433782578,-0.18054862320423126
public_monitored,Public Monitored,1,ppo,1.1333333333333333,1.3,1.2166666666666668,0.18574821949005127,0.0,-0.13754156231880188
public_monitored,Public Monitored,1,ppo,1.3,1.4666666666666666,1.3833333333333333,0.014946619048714638,0.0,-0.010628706775605679
public_monitored,Public Monitored,1,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0012391573982313275,0.0,-0.0007930607534945011
public_monitored,Public Monitored,1,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
public_monitored,Public Monitored,2,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
public_monitored,Public Monitored,2,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
public_monitored,Public Monitored,2,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
public_monitored,Public Monitored,2,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
public_monitored,Public Monitored,2,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,1.0,1.0,1.0
public_monitored,Public Monitored,2,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9876543283462524,0.9864197373390198,0.984950602054596
public_monitored,Public Monitored,2,ppo,0.8,0.9666666666666666,0.8833333333333333,0.9043902158737183,0.8829268217086792,0.8679633736610413
public_monitored,Public Monitored,2,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.6125592589378357,0.14691942930221558,-0.20117299258708954
public_monitored,Public Monitored,2,ppo,1.1333333333333333,1.3,1.2166666666666668,0.22643275558948517,0.0,-0.16773098707199097
public_monitored,Public Monitored,2,ppo,1.3,1.4666666666666666,1.3833333333333333,0.0542675144970417,0.0,-0.04100636765360832
public_monitored,Public Monitored,2,ppo,1.4666666666666666,1.6333333333333333,1.5499999999999998,0.0020979021210223436,0.0,-0.001608391641639173
public_monitored,Public Monitored,2,ppo,1.6333333333333333,1.8,1.7166666666666668,0.0,0.0,0.0
public_monitored,Public Monitored,3,ppo,-0.2,-0.033333333333333354,-0.11666666666666668,1.0,1.0,1.0
public_monitored,Public Monitored,3,ppo,-0.033333333333333354,0.1333333333333333,0.049999999999999975,1.0,1.0,1.0
public_monitored,Public Monitored,3,ppo,0.1333333333333333,0.3,0.21666666666666665,1.0,1.0,1.0
public_monitored,Public Monitored,3,ppo,0.3,0.4666666666666666,0.3833333333333333,1.0,1.0,1.0
public_monitored,Public Monitored,3,ppo,0.4666666666666666,0.6333333333333333,0.5499999999999999,0.9978494644165039,0.9976105093955994,0.9969294667243958
public_monitored,Public Monitored,3,ppo,0.6333333333333333,0.8,0.7166666666666667,0.9807372093200684,0.9774078726768494,0.9736860990524292
public_monitored,Public Monitored,3,ppo,0.8,0.9666666666666666,0.8833333333333333,0.8508591055870056,0.8178694248199463,0.794433057308197
public_monitored,Public Monitored,3,ppo,0.9666666666666666,1.1333333333333333,1.0499999999999998,0.5599045157432556,0.13365155458450317,-0.1897852122783661
