run_id,arm_id,model,country,period,seed,theta,z_public,sigma,benefit,cost,theta_star,n_agents,n_valid,n_join,join_fraction_valid,coup_success,theoretical_attack,message_stage_context,decision_context,decision_task,message_source_arm,message_transform,belief_timing,belief_information,api_error_rate,unparseable_rate
random_scramble_qwen30-20260508T001524Z,random_scramble_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,0,5150,2.520219270183582,0.4016674252494989,0.3,1.0,1.0,0.5,10,10,0,0.0,False,8.249414184546988e-12,none,none,coordination,none,none,none,none,0.0,0.0
random_scramble_qwen30-20260508T001524Z,random_scramble_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,1,5150,-1.1336910504249087,0.46015946731771834,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.999999974189819,none,none,coordination,none,none,none,none,0.0,0.0
random_scramble_qwen30-20260508T001524Z,random_scramble_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,2,5150,0.2373248671559064,0.45212779790907237,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.8093718258013411,none,none,coordination,none,none,none,none,0.0,0.0
random_scramble_qwen30-20260508T001524Z,random_scramble_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,3,5150,-0.9323898053084387,0.431102277042817,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.999999099822241,none,none,coordination,none,none,none,none,0.0,0.0
random_scramble_qwen30-20260508T001524Z,random_scramble_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,4,5150,-0.17087342572527264,0.37200684667327233,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9873321283967104,none,none,coordination,none,none,none,none,0.0,0.0
