design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model,briefing_mean_direction,briefing_mean_clarity,briefing_mean_coordination,briefing_mean_z_score
censor_lower,pure,normal,0.2,0.5,-0.3,0,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3031169473024842,0.6785972697242453,0.6546683848459574,-0.8906662290203673
censor_lower,pure,normal,0.2,0.5,-0.3,1,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3109229354179088,0.6263966055423449,0.6530380593133797,-0.9415401254419008
censor_lower,pure,normal,0.2,0.5,-0.3,2,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3244612306322081,0.5565302078913837,0.6397072153959437,-0.8100286449214431
censor_lower,pure,normal,0.2,0.5,-0.3,3,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.2951950090798761,0.6941138786395102,0.6641722578641897,-0.9997112090969285
censor_lower,pure,normal,0.2,0.5,-0.3,4,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3533511974521454,0.5930792079652337,0.6185743917205978,-0.675616565781263
censor_lower,pure,normal,0.2,0.5,-0.3,5,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3449090032334162,0.5142712730051131,0.6275199878554204,-0.780649680385461
censor_lower,pure,normal,0.2,0.5,-0.3,6,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.29083621796568,0.6987921812385065,0.6667322480112265,-1.007463620671594
censor_lower,pure,normal,0.2,0.5,-0.3,7,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.2861561883324728,0.6919163372459084,0.6736947239520241,-1.1097520385183202
censor_lower,pure,normal,0.2,0.5,-0.3,11,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.31612276605072,0.6044600618419769,0.6512501891825205,-0.9838670165732332
censor_lower,pure,normal,0.2,0.5,-0.3,10,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3300101538885532,0.5540164220119417,0.6333678653606638,-0.735881925646532
censor_lower,pure,normal,0.2,0.5,-0.3,13,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.2753084684568432,0.6775351377921526,0.6827467565893107,-1.1802013043441717
censor_lower,pure,normal,0.2,0.5,-0.3,14,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.2798126258698049,0.651443288575057,0.6770955878783752,-1.1007573472495795
censor_lower,pure,normal,0.2,0.5,-0.3,12,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.3329056734497211,0.5365729556541214,0.6330743879917742,-0.772651339975065
