design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model,theta_star_target
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,23,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,27,0.8,0.8,20,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,14,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,2,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,15,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,16,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,17,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,3,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,20,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,21,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,7,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,10,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,23,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,24,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,29,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,19,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,26,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.030000000000000027,0.33,-0.3,28,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7122898949123646,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,1,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,27,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,18,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,2,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.10500000000000002,0.33,-0.22499999999999998,15,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.621752538077133,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,6,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,19,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,7,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,22,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,12,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,9,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,8,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,10,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.030000000000000027,0.33,-0.3,1,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.7122898949123646,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,1,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,25,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,15,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,5,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,20,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,19,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,18,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,11,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,22,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,3,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,16,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,17,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,25,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,24,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,27,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,13,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,26,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,28,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,0,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,2,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,3,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,5,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,6,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,7,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,9,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,8,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,14,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.030000000000000027,0.33,-0.3,22,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7122898949123646,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.030000000000000027,0.33,-0.3,5,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.7122898949123646,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,29,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,15,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,0,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,19,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,20,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,14,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,12,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,10,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,25,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,24,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,28,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,29,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,27,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,1,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,0,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,4,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,11,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,4,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,8,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,17,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,18,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,14,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,15,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,11,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,4,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,18,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,23,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,19,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,16,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,21,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,22,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,23,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,7,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,20,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,25,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,24,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,10,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,27,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,13,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,28,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,0,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,29,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,2,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,1,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,12,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,4,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,13,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,5,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,22,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.18000000000000002,0.33,-0.15,6,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5239567621490143,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,11,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,26,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,12,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,13,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,10,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,16,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,15,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,3,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,9,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,17,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,18,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,21,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,21,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,20,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,19,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,23,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,25,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,26,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,24,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.255,0.33,-0.07500000000000001,21,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.424688587753552,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,13,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.555,0.33,0.22500000000000003,0,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.11704026163000536,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,8,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.555,0.33,0.22500000000000003,3,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.11704026163000536,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,2,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.555,0.33,0.22500000000000003,6,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.11704026163000536,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.405,0.33,0.07500000000000001,9,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.24512439795349628,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,6,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.48,0.33,0.14999999999999997,7,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.17363105175971483,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
baseline,pure,normal,0.33,0.33,0.0,1,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.33,0.4925373134328359,1.0,mistralai/mistral-small-creative,0.33
