country,period,treatment,theta,theta_star,z,benefit,n_join,join_fraction,n_valid,n_api_error,n_unparseable,join_fraction_valid,api_error_rate,unparseable_rate,coup_success,theoretical_attack,n_agents
3,8,pure,1.5649643479829936,0.21962841886214002,0.08953023089374398,0.2814408214890396,11,0.44,25,0,0,0.44,0.0,0.0,False,7.285411708650976e-08,25.0
3,9,pure,-1.438378815496846,0.23724138656586252,0.007584615786663397,0.3110307538812838,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9999994425628533,25.0
3,10,pure,0.2809796306451474,0.07593114304668218,0.06546347734555769,0.08217043835567557,6,0.24,25,0,0,0.24,0.0,0.0,False,0.01715202806097584,25.0
3,11,pure,0.05993024440180317,1.0,0.11762275619056607,-0.052860108861637056,5,0.2,25,0,0,0.2,0.0,0.0,True,0.0,25.0
3,12,pure,2.625407188721095,0.16185607356939966,0.12979864550447104,0.19311250546036332,12,0.48,25,0,0,0.48,0.0,0.0,False,1.811611123915708e-20,25.0
3,13,pure,-0.6293393435732257,0.002912080413344496,0.07498102786589848,0.0029205853928625514,10,0.4,25,0,0,0.4,0.0,0.0,True,0.25784110813792815,25.0
3,14,pure,-1.1711441742541762,0.14912196872253952,0.08923413856136084,0.1752565740810774,4,0.16,25,0,0,0.16,0.0,0.0,True,0.9996112465516078,25.0
3,15,pure,-1.7305836537683288,0.011871157145963478,0.04696919502782194,0.01201377455158148,4,0.16,25,0,0,0.16,0.0,0.0,True,0.9998051104078003,25.0
3,16,pure,1.289248466257716,0.2668767924430872,0.06848353483441207,0.36402720537580224,9,0.36,25,0,0,0.36,0.0,0.0,False,2.7865662251269728e-05,25.0
3,17,pure,0.2533439080872754,0.2883525766501834,0.05025086914520159,0.40519022087211454,10,0.4,25,0,0,0.4,0.0,0.0,True,0.3294225107202602,25.0
3,18,pure,1.3836501267511652,0.20769616985271566,0.016975880889556837,0.262142074731743,7,0.28,25,0,0,0.28,0.0,0.0,False,1.0991294200492507e-06,25.0
3,19,pure,0.33981464216581164,0.1269490622533563,0.10178935293304942,0.14540854005725434,2,0.08,25,0,0,0.08,0.0,0.0,False,0.03212189902141862,25.0
4,0,pure,-0.19120323304437575,0.33983980221973165,0.2056277370072197,0.5147838408956094,9,0.36,25,0,0,0.36,0.0,0.0,True,0.9126480056614639,25.0
4,1,pure,0.2839733571106892,0.13398641272287068,0.2503084412666769,0.15471629393730776,12,0.48,25,0,0,0.48,0.0,0.0,True,0.05395050671533694,25.0
4,2,pure,0.6082873743407289,0.024749511624488647,0.23191454204450263,0.025377594699505623,11,0.44,25,0,0,0.44,0.0,0.0,False,4.626393691882217e-05,25.0
4,3,pure,-0.1705659009515738,0.00028887124713402804,0.23687123248428954,0.00028895471784373683,7,0.28,25,0,0,0.28,0.0,0.0,True,0.00203723556046353,25.0
4,4,pure,2.3710073062198886,0.2874117574078682,0.213513427445856,0.4033349699433305,13,0.52,25,0,0,0.52,0.0,0.0,False,3.041552610293317e-14,25.0
4,5,pure,-0.13617038636590195,0.23230580794411523,0.3803420402974743,0.30260201307762974,10,0.4,25,0,0,0.4,0.0,0.0,True,0.6903983047442288,25.0
4,6,pure,0.24101815924157466,0.28366847433426545,0.19093058002726288,0.39600166148018334,9,0.36,25,0,0,0.36,0.0,0.0,True,0.33366686335934925,25.0
4,7,pure,-0.13408209591449918,0.3765108557586958,0.24815013095858604,0.6038771632774055,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9173277439129639,25.0
4,8,pure,2.6162111965883925,0.17935440417941734,0.24954224024729887,0.2185528138977907,9,0.36,25,0,0,0.36,0.0,0.0,False,7.7847116710316e-20,25.0
4,9,pure,-0.8090012924673505,0.3303109607422282,0.24649627632023133,0.49323035226665457,12,0.48,25,0,0,0.48,0.0,0.0,True,0.9996083830206454,25.0
4,10,pure,-0.8545238530135958,0.26254685434191444,0.2888053706745818,0.356018353013633,11,0.44,25,0,0,0.44,0.0,0.0,True,0.9989926466267283,25.0
4,11,pure,-0.5763494210580793,0.24180976757413605,0.24141825208389373,0.31893020673776656,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9786536734469061,25.0
4,12,pure,0.05700817738982508,0.263436731384847,0.2487600844774094,0.35765662314406027,11,0.44,25,0,0,0.44,0.0,0.0,True,0.5220539636660746,25.0
4,13,pure,1.0813021248100645,0.1854182414299001,0.3477759821774923,0.2276238566345746,9,0.36,25,0,0,0.36,0.0,0.0,False,5.197389088003406e-05,25.0
4,14,pure,1.692790999527223,0.10876933951312914,0.217165916163826,0.12204398292772994,12,0.48,25,0,0,0.48,0.0,0.0,False,3.679018308184341e-11,25.0
4,15,pure,1.1851691938038287,0.2974869081323718,0.32164737107491514,0.42346101670718195,7,0.28,25,0,0,0.28,0.0,0.0,False,0.00024098378245439423,25.0
4,16,pure,0.47469615702135903,0.32416778016798975,0.17434446287786076,0.4796571851051541,12,0.48,25,0,0,0.48,0.0,0.0,True,0.16907249620789505,25.0
4,17,pure,-1.881876882888354,0.19990223240079472,0.25640404595858,0.2498472567929126,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9999999994606024,25.0
4,18,pure,1.8275803587195045,0.359314348995189,0.26553324046249943,0.5608278387874974,15,0.6,25,0,0,0.6,0.0,0.0,False,7.420867672419978e-08,25.0
4,19,pure,0.619705149917975,0.2566507103906737,0.31906358455854716,0.345262602625959,15,0.6,25,0,0,0.6,0.0,0.0,False,0.03116877472661683,25.0
