country,period,treatment,theta,theta_star,z,benefit,n_join,join_fraction,n_valid,n_api_error,n_unparseable,join_fraction_valid,api_error_rate,unparseable_rate,coup_success,theoretical_attack,n_agents
0,14,pure,2.0074252072990673,0.4426170884124928,-0.060059376492507914,0.7940987770002768,12,0.48,25,0,0,0.48,0.0,0.0,False,4.152714786786798e-08,25.0
0,15,pure,-0.3746785692418634,0.5139703108388153,-0.08171517401354812,1.0574874792645939,12,0.48,25,0,0,0.48,0.0,0.0,True,0.9986375890130773,25.0
0,16,pure,0.2964098962195181,0.5576468667945231,-0.11597662513704396,1.260637316511312,11,0.44,25,0,0,0.44,0.0,0.0,True,0.8451366662568922,25.0
0,17,pure,-0.2527282626446281,0.5189441927237252,-0.02169877844535706,1.0787608940051538,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9956002285745799,25.0
0,18,pure,1.7694653864749827,0.4440501446076638,-0.08136125277276256,0.7987233746005666,10,0.4,25,0,0,0.4,0.0,0.0,False,2.572836081841882e-06,25.0
0,19,pure,-1.4277805074623344,0.5118559781768987,-0.11490104391911787,1.0485757384987295,12,0.48,25,0,0,0.48,0.0,0.0,True,0.9999999999585323,25.0
1,0,pure,0.7097084955846482,0.27379540127644914,0.6094133780351484,0.37702240079131843,8,0.32,25,0,0,0.32,0.0,0.0,False,0.019967635283422585,25.0
1,1,pure,-0.830613638819826,0.169969516905282,0.5982634291415865,0.20477502979355774,14,0.56,25,0,0,0.56,0.0,0.0,True,0.9913669439943049,25.0
1,2,pure,0.7050103806377809,0.3089523978946154,0.6734793711630473,0.4470783155217436,12,0.48,25,0,0,0.48,0.0,0.0,False,0.03445455068493822,25.0
1,3,pure,0.09850675372657325,0.18501374528821177,0.6633991738155245,0.22701455910276677,9,0.36,25,0,0,0.36,0.0,0.0,True,0.2715721050595087,25.0
1,4,pure,1.358107885350414,0.33886993263370246,0.6012319221333524,0.5125616718411211,8,0.32,25,0,0,0.32,0.0,0.0,False,6.864252840514062e-05,25.0
1,5,pure,1.352838775020095,0.26980808052488187,0.7915601727063262,0.3695029667252786,7,0.28,25,0,0,0.28,0.0,0.0,False,1.2027090195027694e-05,25.0
1,6,pure,-0.6843674900942175,0.4026942782828795,0.5786114081019585,0.67418453170886,9,0.36,25,0,0,0.36,0.0,0.0,True,0.999633807607018,25.0
1,7,pure,0.3214726599226475,0.3785083933497861,0.6473309019251252,0.6090321885277158,9,0.36,25,0,0,0.36,0.0,0.0,True,0.4525261601454273,25.0
1,8,pure,1.867534843223956,0.4108969880083319,0.5683209997811228,0.6974959890616608,8,0.32,25,0,0,0.32,0.0,0.0,False,1.8802555601192466e-07,25.0
1,9,pure,0.6746305465806953,0.3422971761540511,0.6606553351746252,0.5204435251660496,13,0.52,25,0,0,0.52,0.0,0.0,False,0.06501549749219618,25.0
1,10,pure,1.5288839069096807,0.2724114008840114,0.6526230488472717,0.37440306405981066,14,0.56,25,0,0,0.56,0.0,0.0,False,8.183475356537764e-07,25.0
1,11,pure,2.1559987086244385,0.36565492385012094,0.6636520247671654,0.5764290409085264,6,0.24,25,0,0,0.24,0.0,0.0,False,1.3844337781382316e-10,25.0
1,12,pure,-0.03445654250814667,0.3347413030989718,0.6179740186718631,0.5031746366613407,7,0.28,25,0,0,0.28,0.0,0.0,True,0.7892441237632427,25.0
1,13,pure,1.0120274197949082,0.287614890640733,0.6040321711425805,0.40373512424960617,6,0.24,25,0,0,0.24,0.0,0.0,False,0.00146458707823201,25.0
1,14,pure,-0.4744853169013419,0.33297414838942835,0.6372839119570155,0.4991922690634004,7,0.28,25,0,0,0.28,0.0,0.0,True,0.988083669208933,25.0
1,15,pure,0.4666387097257315,0.18041382963770988,0.7247760972059849,0.2201279574519415,6,0.24,25,0,0,0.24,0.0,0.0,False,0.030889952849407074,25.0
1,16,pure,1.6541362919508251,0.18470748532338038,0.6620913218525923,0.2265536381094378,10,0.4,25,0,0,0.4,0.0,0.0,False,3.4025334746173302e-09,25.0
1,17,pure,2.0046874367516545,0.10010051495941234,0.6495166488367933,0.11123521751420667,13,0.52,25,0,0,0.52,0.0,0.0,False,1.177396795861206e-14,25.0
1,18,pure,0.5443413106885528,0.2235765927862199,0.630825824453069,0.287957048575508,10,0.4,25,0,0,0.4,0.0,0.0,False,0.033670948579555784,25.0
1,19,pure,1.85320260802099,0.3704714946750819,0.6785314155823111,0.58849042027711,9,0.36,25,0,0,0.36,0.0,0.0,False,6.709046219398024e-08,25.0
2,0,pure,-1.7569881192258414,0.323148297435986,-0.34295049179236037,0.4774285064392284,14,0.56,25,0,0,0.56,0.0,0.0,True,0.9999999999525547,25.0
2,1,pure,-0.7641311816275873,0.43539405104229495,-0.20911475844444144,0.7711467650067403,16,0.64,25,0,0,0.64,0.0,0.0,True,0.9999374116813814,25.0
2,2,pure,-0.17756057974176928,0.35115000808967634,-0.4149208844403616,0.5411882753605831,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9162299353267715,25.0
2,3,pure,-0.9109036544272889,0.4196904630415693,-0.2748634266192891,0.7232182763035185,12,0.48,25,0,0,0.48,0.0,0.0,True,0.9999884511972148,25.0
2,4,pure,-0.11950279292547811,0.38355920473428146,-0.2897014795064702,0.6222158034965015,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9163185564214765,25.0
2,5,pure,-0.8031768675703878,0.3727979442860278,-0.36209052108912565,0.5943825293455953,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9998380930970819,25.0
2,6,pure,0.9797735031078545,0.3213327814991275,-0.34036939930439103,0.4734762085738113,11,0.44,25,0,0,0.44,0.0,0.0,False,0.003921236391542151,25.0
2,7,pure,-0.8523355093681437,0.4227315895907434,-0.3451025534662288,0.7322964187336117,7,0.28,25,0,0,0.28,0.0,0.0,True,0.9999749664331777,25.0
2,8,pure,0.5250375428876748,0.390041696044012,-0.3294563190079161,0.6394563259723336,11,0.44,25,0,0,0.44,0.0,0.0,False,0.2329407304135951,25.0
2,9,pure,-1.7994803480647013,0.45207505493370426,-0.3361313121563118,0.8250674823337452,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9999999999999236,25.0
2,10,pure,-1.2314030428890026,0.30704484337442506,-0.2623732337467839,0.44309482430236224,8,0.32,25,0,0,0.32,0.0,0.0,True,0.9999981171814426,25.0
2,11,pure,0.012878055101407437,0.4461208763882704,-0.3255405700614793,0.8054480795001078,15,0.6,25,0,0,0.6,0.0,0.0,True,0.9046777000471036,25.0
2,12,pure,-0.3262343530295832,0.3226651688970861,-0.26978370830374265,0.47637468808696254,14,0.56,25,0,0,0.56,0.0,0.0,True,0.9556915780720844,25.0
2,13,pure,0.22809404067098016,0.37079228678562265,-0.3431596911319419,0.5893002882806205,15,0.6,25,0,0,0.6,0.0,0.0,True,0.5580018608532517,25.0
2,14,pure,-0.8250978588394176,0.45093422809133304,-0.33903296139104055,0.8212754303073598,14,0.56,25,0,0,0.56,0.0,0.0,True,0.9999818727952765,25.0
2,15,pure,0.4989038848058872,0.3497528633334769,-0.29172158101677004,0.537876821921088,16,0.64,25,0,0,0.64,0.0,0.0,True,0.18857549813700997,25.0
2,16,pure,-1.0962614667727775,0.408507791545194,-0.34227621279622134,0.6906393452119441,13,0.52,25,0,0,0.52,0.0,0.0,True,0.9999991429852262,25.0
2,17,pure,1.6390477340577996,0.3419731549141648,-0.34641562367936085,0.51969483839152,17,0.68,25,0,0,0.68,0.0,0.0,False,1.1189227418076514e-06,25.0
2,18,pure,-0.18377683534002567,0.436435914854538,-0.2393818526412863,0.7744210931076084,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9717632724676359,25.0
2,19,pure,-1.2293319141105017,0.3847958737797212,-0.3243021799512374,0.625476744026164,17,0.68,25,0,0,0.68,0.0,0.0,True,0.9999998186090712,25.0
3,0,pure,0.6227198878386024,0.13658108350857923,0.07416744194980034,0.15818634604809045,9,0.36,25,0,0,0.36,0.0,0.0,False,0.0033010811780194594,25.0
3,1,pure,-1.4611806082069945,0.1777397889426446,0.05091655468097324,0.21616002641558765,9,0.36,25,0,0,0.36,0.0,0.0,True,0.9999971746558032,25.0
3,2,pure,1.8565684261076598,0.0380715989423558,0.047714263646553304,0.03957841238547061,8,0.32,25,0,0,0.32,0.0,0.0,False,2.3409999221550043e-15,25.0
3,3,pure,0.9990980978734606,0.10440949073030244,0.07989947478983683,0.11658172976335174,9,0.36,25,0,0,0.36,0.0,0.0,False,1.1220138520085862e-05,25.0
3,4,pure,0.13709783129675548,0.07721972465379907,0.13288710922326294,0.0836815943262641,8,0.32,25,0,0,0.32,0.0,0.0,True,0.05222868610929,25.0
3,5,pure,0.33417649738301536,0.007177220913186206,-0.012960210845332262,0.007229105802535801,5,0.2,25,0,0,0.2,0.0,0.0,False,0.00020138155259707998,25.0
3,6,pure,1.607012631583919,1.0,0.13485679903755,-0.1459122816024149,10,0.4,25,0,0,0.4,0.0,0.0,False,0.0,25.0
3,7,pure,0.930620186324557,0.06597114771202565,0.08801524350086845,0.0706307386013016,9,0.36,25,0,0,0.36,0.0,0.0,False,5.702820185245747e-06,25.0
