dimension,direct_mean,coded_mean,difference,pooled_sd,standardized_difference,passes_0_10sd_rule
sentiment_score,-0.020652539670288385,-0.024085136841811253,-0.003432597171522868,0.02431999916186278,-0.141142980666943,False
hedge_density,0.008879946424556273,0.004603851485569348,-0.004276094938986926,0.011923960343282723,-0.35861364981776656,False
specificity_score,0.5106633422153297,0.48494460376639426,-0.025718738448935463,0.06307481591709786,-0.4077497187267068,False
risk_salience_score,0.021651505611351336,0.0001411038148843027,-0.021510401796467033,0.0071082420131382325,-3.026121192372059,False
urgency_score,0.007640263826339575,0.0025566590704908343,-0.0050836047558487415,0.00995558435009086,-0.5106284650988212,False
verbosity_tokens,44.37,47.6675,3.2974999999999994,11.030716824356787,0.2989379613769824,False
syntactic_complexity,0.1462312837496028,0.1400321122912589,-0.006199171458343894,0.03209540287844311,-0.19314826742703298,False
directness_score,0.073409026767148,0.0002478261381152411,-0.07316120062903275,0.018584075163108168,-3.9367684421696354,False
codedness_score,0.010117295292854558,0.16165874934126975,0.15154145404841518,0.02185327308519047,6.934496880978064,False
