dimension,direct_mean,coded_mean,difference,pooled_sd,standardized_difference,passes_0_10sd_rule
sentiment_score,0.011119733924611975,-0.01297208538587849,-0.024091819310490467,0.020330239491982306,-1.185023881297199,False
hedge_density,0.005,0.0034482758620689655,-0.0015517241379310346,0.009603463752850774,-0.1615796318771347,False
specificity_score,0.49061380116258163,0.49881289272862483,0.008199091566043204,0.07937025836672572,0.10330181272889112,False
risk_salience_score,0.013919817822256847,0.0,-0.013919817822256847,0.009267659217088685,-1.5019777374409735,False
urgency_score,0.005,0.0034482758620689655,-0.0015517241379310346,0.009603463752850774,-0.1615796318771347,False
verbosity_tokens,42.0,47.6,5.600000000000001,7.046275611981127,0.7947460911801474,False
syntactic_complexity,0.11079163420626834,0.09651479080260131,-0.014276843403667028,0.030712084350534588,-0.4648607772991649,False
directness_score,0.07744831305806917,0.0,-0.07744831305806917,0.015803983140136254,-4.900556547759101,False
codedness_score,0.0,0.15669316883026138,0.15669316883026138,0.014950375696245292,10.480885030174461,False
