country,period,treatment,theta,theta_star,z,benefit,n_join,join_fraction,n_valid,n_api_error,n_unparseable,join_fraction_valid,api_error_rate,unparseable_rate,coup_success,theoretical_attack
2,156,communication,-0.337966368094711,0.5024460125400784,0.02460604212231924,1.0098321492811893,5,0.2,25,0,0,0.2,0.0,0.0,True,0.9975036616179573
2,157,communication,0.9520352315801306,0.523170470498913,-0.018293228252942634,1.097185551923164,0,0.0,25,0,0,0.0,0.0,0.0,False,0.08511942309255455
2,158,communication,-0.010246176719440739,0.5742751322252526,0.07461952629815265,1.3489349006718203,5,0.2,25,0,0,0.2,0.0,0.0,True,0.9836469760674819
2,159,communication,0.3347178623645982,0.5277362083635327,0.10226118877135865,1.1174606601425974,0,0.0,25,0,0,0.0,0.0,0.0,False,0.7620693724575216
2,160,communication,0.381349350345046,0.5252889678834988,0.05308528476742855,1.1065446815960767,1,0.04,25,0,0,0.04,0.0,0.0,False,0.7065147139157217
2,161,communication,-1.3708420056786463,0.48708500941235067,0.08346829969573684,0.9496408144638059,10,0.4,25,0,0,0.4,0.0,0.0,True,0.9999999996379054
2,162,communication,-1.3455541197753258,0.5218444453573968,0.07965839591848246,1.0913696187163378,16,0.64,25,0,0,0.64,0.0,0.0,True,0.9999999998301083
2,163,communication,1.4760378693257652,0.5344194803172692,0.046750929813825705,1.1478561875429163,0,0.0,25,0,0,0.0,0.0,0.0,False,0.0011353093412953404
2,164,communication,1.770494089090362,0.5157095759323528,0.016079450585044452,1.064876673795881,0,0.0,25,0,0,0.0,0.0,0.0,False,1.712264899373348e-05
2,165,communication,1.1150956071349518,0.5282462581058421,0.08316786988759782,1.1197500119126962,0,0.0,25,0,0,0.0,0.0,0.0,False,0.029694513375249216
2,166,communication,1.1852512468377947,0.5122144690835991,0.10434720090024033,1.0500813095486938,0,0.0,25,0,0,0.0,0.0,0.0,False,0.013454545890777323
