country,period,treatment,theta,theta_star,z,benefit,n_join,join_fraction,n_valid,n_api_error,n_unparseable,join_fraction_valid,api_error_rate,unparseable_rate,coup_success,theoretical_attack
0,4,communication,0.7879336174018815,0.5189048065643461,-0.0672271240003965,1.078590710621492,0,0.0,25,0,0,0.0,0.0,0.0,False,0.1978411607396672
0,5,communication,1.690847318114246,0.518472663039974,-0.16111230334916,1.0767252931332845,0,0.0,25,0,0,0.0,0.0,0.0,False,5.63246293204109e-05
0,6,communication,-1.0228733453805765,0.4717785779603876,-0.0205478065031928,0.8931454845937846,24,0.96,25,0,0,0.96,0.0,0.0,True,0.999999547796543
0,7,communication,0.2647496569968481,0.532296304090835,-0.0659411564522917,1.138105832275088,4,0.16,25,0,0,0.16,0.0,0.0,False,0.8346899517273453
0,8,communication,1.4514390127670076,0.5694789192634964,-0.1431316388582483,1.3227666303570405,0,0.0,25,0,0,0.0,0.0,0.0,False,0.0028477169049809
0,9,communication,-0.1589105764146697,0.5351152497134072,-0.0964656418391349,1.151070774817885,5,0.2,25,0,0,0.2,0.0,0.0,True,0.991837206302061
0,10,communication,-2.8514440492388764,0.5461253164100672,-0.1834982183581092,1.203251329398846,25,1.0,25,0,0,1.0,0.0,0.0,True,1.0
0,11,communication,-0.1776120751483872,0.4911457107060626,-0.0434762174650667,0.9651991169958568,8,0.32,25,0,0,0.32,0.0,0.0,True,0.9863428440566436
0,12,communication,0.3963509843418281,0.5292350391399975,-0.1173589653584152,1.124202273196333,0,0.0,25,0,0,0.0,0.0,0.0,False,0.6971754350520499
0,13,communication,-0.8930585297314593,0.5115649787618756,-0.1968350875196209,1.0473552397310075,24,0.96,25,0,0,0.96,0.0,0.0,True,0.9999987679113704
0,14,communication,2.0074252072990673,0.4426170884124928,-0.0600593764925079,0.7940987770002768,0,0.0,25,0,0,0.0,0.0,0.0,False,4.152714786786798e-08
0,15,communication,-0.3746785692418634,0.5139703108388153,-0.0817151740135481,1.057487479264594,20,0.8,25,0,0,0.8,0.0,0.0,True,0.9986375890130772
0,16,communication,0.2964098962195181,0.5576468667945231,-0.1159766251370439,1.260637316511312,1,0.04,25,0,0,0.04,0.0,0.0,False,0.8451366662568922
0,17,communication,-0.2527282626446281,0.5189441927237252,-0.021698778445357,1.0787608940051538,15,0.6,25,0,0,0.6,0.0,0.0,True,0.99560022857458
0,18,communication,1.7694653864749827,0.4440501446076638,-0.0813612527727625,0.7987233746005666,0,0.0,25,0,0,0.0,0.0,0.0,False,2.572836081841882e-06
0,19,communication,-1.4277805074623344,0.5118559781768987,-0.1149010439191178,1.0485757384987295,23,0.92,25,0,0,0.92,0.0,0.0,True,0.9999999999585324
0,20,communication,-0.7665054199611054,0.5789683454906761,-0.0933246079413155,1.375118329678594,24,0.96,25,0,0,0.96,0.0,0.0,True,0.9999985944997242
0,21,communication,-0.9857283322434358,0.5165874293181414,-0.0895485423524081,1.06862638799295,25,1.0,25,0,0,1.0,0.0,0.0,True,0.9999997782953172
0,22,communication,0.461174717853195,0.4563002879229377,-0.146964332684995,0.8392505601663133,1,0.04,25,0,0,0.04,0.0,0.0,False,0.4498631862526276
0,23,communication,0.3403385328121334,0.5141649512433335,-0.0661965707755997,1.0583117717817352,1,0.04,25,0,0,0.04,0.0,0.0,False,0.7307012177728325
0,24,communication,-0.9763610863043009,0.4920888411444182,-0.139551156248592,0.9688482573471824,22,0.88,25,0,0,0.88,0.0,0.0,True,0.9999994559617402
0,25,communication,2.92538629606796,0.5385567054283229,-0.0443687853358072,1.1671135148430845,0,0.0,25,0,0,0.0,0.0,0.0,False,1.9314248424976445e-15
0,26,communication,-1.381275231058007,0.5322236860543377,-0.0920550203744214,1.1377739107075904,25,1.0,25,0,0,1.0,0.0,0.0,True,0.9999999999473678
0,27,communication,0.0946751670665201,0.463558247243063,0.0095055012867723,0.8641352856310988,2,0.08,25,0,0,0.08,0.0,0.0,False,0.8724683461081897
0,28,communication,-1.5072403235405762,0.501173087275043,-0.0122119464402756,1.0047033840601534,24,0.96,25,0,0,0.96,0.0,0.0,True,0.9999999999894102
0,29,communication,0.3689343178407862,0.5552519798229519,0.0172759870710393,1.24846419687695,1,0.04,25,0,0,0.04,0.0,0.0,False,0.776372946348687
